152,489990.0
1894,385000.0
3150,371000.0
3822,190000.0
1410,257500.0
374,725000.0
721,370000.0
2861,802000.0
225,219950.0
3104,870300.0
404,605000.0
3604,1505000.0
3677,285000.0
1602,725000.0
2137,585000.0
785,0.0
2705,440500.0
222,330000.0
2213,519000.0
1748,518000.0
1872,567000.0
3213,674600.0
1196,417000.0
3304,1185000.0
4347,223000.0
405,599950.0
3460,1800000.0
2272,589500.0
2701,409316.0
1877,410000.0
2259,555000.0
1522,435000.0
3720,168333.333333
1993,1140000.0
1902,440000.0
4090,2351956.0
1570,800000.0
1171,250000.0
331,592500.0
1350,385000.0
4538,250000.0
3227,454790.0
4334,287919.782609
2947,399000.0
2704,527550.0
1377,365000.0
4198,494400.0
2829,379500.0
2734,725000.0
1778,466500.0
4117,630000.0
1229,852600.0
3627,362500.0
1221,530000.0
465,270000.0
2135,448000.0
3936,310000.0
3455,790000.0
3501,4489000.0
3245,724800.0
949,312000.0
2265,615000.0
968,299950.0
2336,480000.0
4255,132250.0
4369,300000.0
1641,773000.0
4514,259000.0
1432,300000.0
3194,405000.0
1120,333490.0
3288,600000.0
2319,129000.0
1485,400000.0
3819,640000.0
3365,450000.0
3101,376000.0
2168,647500.0
4556,297000.0
2724,280000.0
2008,408900.0
3744,267000.0
3731,290000.0
2710,658000.0
1812,880000.0
4527,232603.0
2445,620000.0
3736,204700.0
2264,577000.0
1484,405000.0
1580,791000.0
4470,849900.0
3577,420000.0
2773,1655000.0
339,475000.0
3988,0.0
3356,495000.0
3930,409500.0
1265,699900.0
1383,440000.0
2668,307000.0
1852,487585.0
787,229629.5
2286,379509.166667
136,780000.0
838,790000.0
1614,1127000.0
879,539000.0
3972,594000.0
3440,420000.0
126,937000.0
3966,576000.0
3454,850000.0
1737,538000.0
2638,599000.0
390,725000.0
2639,700000.0
977,305000.0
481,1210000.0
1478,205000.0
394,738000.0
3089,599999.0
1672,735000.0
3857,230000.0
3348,299800.0
4246,245000.0
1676,357186.0
3949,310000.0
613,470000.0
2646,645000.0
816,580000.0
2753,425000.0
3337,575000.0
2400,543000.0
2738,482000.0
1521,1120000.0
33,377691.0
4359,380000.0
1134,485000.0
3218,595000.0
1729,481450.0
393,661500.0
3927,563000.0
636,417838.0
4176,304900.0
3633,355000.0
1321,425000.0
2596,655000.0
2980,279000.0
1030,1080000.0
4377,279000.0
883,809950.0
534,691500.0
2282,810000.0
1527,458500.0
2979,340000.0
1253,502000.0
3248,772000.0
3855,265000.0
1770,919204.0
11,449500.0
1942,439000.0
794,1395000.0
1456,199950.0
678,276900.0
2892,568000.0
3873,255000.0
4378,295000.0
2119,373500.0
1349,417250.0
2254,460000.0
498,550000.0
3321,835000.0
3142,455000.0
1023,546000.0
3206,500000.0
3233,460000.0
402,712000.0
1788,1059500.0
1702,629800.0
3924,148612.5
981,175000.0
4457,255000.0
3880,330000.0
2634,775000.0
3506,1100000.0
4364,285000.0
3319,772650.0
1860,303500.0
797,495000.0
2526,299000.0
2780,865000.0
1766,595000.0
1137,195000.0
2590,707000.0
3498,921000.0
358,684680.0
2334,590000.0
1121,734950.0
2236,483945.0
46,395000.0
99,438000.0
765,285000.0
905,560000.0
1482,252980.0
4157,269500.0
4372,160000.0
2477,736500.0
1175,538250.0
2469,580000.0
1921,874150.0
4068,711000.0
84,255000.0
4539,209950.0
1591,410000.0
3129,360000.0
2261,703000.0
3806,259000.0
1205,782000.0
3732,239950.0
2543,750000.0
1306,729000.0
3195,510000.0
2988,300000.0
1947,387884.615385
471,379000.0
4485,545000.0
2574,232333.333333
2767,607500.0
746,375000.0
906,535000.0
3397,1080000.0
438,599000.0
3977,243000.0
3044,613000.0
4021,156766.666667
2976,299000.0
4116,0.0
4130,249000.0
1842,620000.0
4212,700000.0
3734,225000.0
4140,246500.0
